Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,ID,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10
1168386,10,0,23,22,1781010,0,37,0,0,0,132770,275329,23393,0,0,6625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
507870,4,0,4,16,121924,0,14,0,0,1,196020,89395,2387,731,1,6626,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1957703,3,0,6,26,64768,1,14,1,1,1,625526,57,31812,649,0,6627,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1245222,9,0,5,13,393052,0,14,0,0,0,218460,320093,9983,680,0,6628,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
819242,2,0,13,12,287452,0,14,0,1,0,23606,129599,15634,726,1,6629,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
677312,10,0,5,14,344960,0,14,0,1,0,179256,277647,6209,702,1,6630,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1871937,5,0,9,18,677182,0,14,0,1,1,782100,552672,26519,617,1,6631,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
753996,10,0,5,25,168102,0,43,0,1,0,104764,82745,5712,727,1,6632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
289997,2,0,4,4,80894,0,14,0,1,0,44770,6156,715,724,0,6633,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
748068,10,0,4,26,389246,0,14,0,1,0,216546,94791,11346,748,0,6634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
830813,2,0,8,8,319704,0,14,0,1,0,190168,159866,10108,729,1,6635,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2697981,3,0,12,20,672980,0,44,0,1,0,436920,402211,17762,697,0,6636,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1580116,7,0,12,25,215380,1,32,0,1,1,602690,116451,16591,655,1,6637,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1107966,10,0,14,38,2122648,0,70,0,1,0,162162,131993,7977,750,0,6638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
990470,6,0,21,20,549164,0,28,0,1,0,382096,322981,26082,697,1,6639,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1285274,5,0,4,11,302676,0,14,0,1,1,99999999,166250,11353,719,0,6640,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
844854,5,0,9,10,255794,0,10,0,1,0,311256,165908,13166,728,0,6641,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1390648,5,0,12,18,289828,0,64,0,1,0,334466,220780,27581,701,0,6642,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1505256,0,0,13,27,550726,1,57,1,1,0,217866,181222,22202,700,0,6643,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,10,0,14,22,801944,0,14,0,1,0,258148,130910,14476,0,0,6644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1586861,10,0,11,18,885126,0,13,0,0,0,132110,626069,19704,742,0,6645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
912000,2,0,21,19,1663046,0,14,0,0,1,99999999,113468,18620,744,0,6646,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,7,22,528660,0,14,0,1,0,288948,257507,13597,0,0,6647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
809818,4,0,12,13,524722,0,43,0,1,0,256740,247874,23282,689,0,6648,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
595840,10,0,3,15,17248,0,22,0,1,0,68992,13737,8640,687,0,6649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
497306,7,0,4,6,243760,0,14,0,1,0,155034,174515,3655,721,1,6650,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1697859,10,0,12,31,286220,0,35,0,1,1,393184,168340,24478,700,1,6651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
884868,6,0,9,9,165022,1,22,1,1,0,156948,14250,12167,730,0,6652,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1154250,10,0,8,17,109208,0,13,0,1,0,206052,61959,16448,712,0,6653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
824372,4,0,8,12,873488,0,68,0,1,0,190916,151620,8450,741,0,6654,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1168386,10,1,11,9,331188,1,14,0,1,1,291258,101251,19207,0,1,6655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1694610,3,0,17,35,861256,1,14,1,1,1,479644,532570,33327,723,0,6656,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1655375,10,0,15,13,737396,0,68,0,0,1,676500,562970,23865,646,0,6657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1885389,10,0,15,18,916168,0,75,0,1,0,109824,575225,34880,707,0,6658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1140912,4,0,6,14,330198,0,14,0,0,0,99999999,59033,10173,745,0,6659,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1168386,3,0,9,9,317900,0,14,0,0,1,528594,216353,21621,0,1,6660,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1159608,6,0,7,14,175582,0,63,0,1,0,179036,9861,17974,743,0,6661,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,5,0,15,22,287034,1,39,1,0,0,441584,1482,21141,0,0,6662,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4120549,1,0,17,14,756954,0,1,0,1,0,310684,106552,42235,701,0,6663,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
705394,1,0,8,6,174218,0,17,0,1,0,177144,72523,19222,675,1,6664,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1168386,2,0,8,9,217536,0,14,0,1,0,197142,94506,11820,0,0,6665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1026190,10,0,11,14,742302,0,14,0,1,0,120978,150005,22234,748,0,6666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
987506,9,0,7,14,184756,0,14,0,1,0,131934,110257,15224,702,0,6667,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
745712,10,0,10,19,1706584,0,14,0,1,0,396660,561545,21874,713,0,6668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1129303,10,0,8,12,561132,0,57,0,1,0,330220,185611,12140,745,0,6669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,4,0,14,9,654324,0,14,0,1,0,65208,62168,1559,0,0,6670,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
633403,3,0,14,10,350988,0,14,0,1,0,71126,281295,12087,714,1,6671,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
539923,5,0,10,24,344102,0,33,0,1,0,160754,159885,11608,725,1,6672,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1119024,8,0,11,29,470734,0,14,0,1,1,431904,323608,16599,681,0,6673,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1181306,9,0,8,20,1389630,0,14,0,1,0,110308,1100537,23921,745,0,6674,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1032631,10,0,13,16,570438,0,14,0,1,1,387508,442890,29258,658,1,6675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2650576,10,0,10,21,415712,0,39,0,1,0,467038,263530,18841,717,0,6676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
843201,7,0,19,17,1412818,0,16,0,1,0,99999999,453910,12648,741,0,6677,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
767904,1,0,9,15,275528,0,73,0,1,0,222288,168226,18302,718,0,6678,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2519647,8,0,17,17,860904,0,14,0,0,0,99999999,26771,28136,734,0,6679,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
804631,10,0,11,16,212982,0,18,0,0,0,221826,107046,16763,726,1,6680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
697889,8,0,7,12,231506,0,14,0,0,0,269368,51585,3391,731,0,6681,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2293908,2,0,14,16,1162260,0,14,0,1,1,774708,736763,43584,667,0,6682,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1124040,10,0,10,23,188386,0,48,0,1,1,571098,100548,23886,683,1,6683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2622760,1,0,7,23,676720,0,15,0,0,1,759220,509637,14381,701,0,6684,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
422161,10,0,12,37,1367652,0,9,0,1,0,154836,401603,10624,720,0,6685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1261562,2,0,14,20,346082,2,44,0,0,0,134838,88179,14087,693,0,6686,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
554363,10,0,7,27,159500,0,57,0,0,0,59752,67640,11503,688,1,6687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1044069,10,0,6,12,421784,0,2,0,1,0,226402,98344,3967,741,0,6688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1627958,10,0,22,18,980782,0,14,0,1,1,440572,73701,37714,729,1,6689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1157556,10,0,10,19,419628,0,34,0,1,0,178706,169974,24502,737,1,6690,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1906840,4,0,7,19,878438,0,45,0,1,0,441584,672163,14397,732,0,6691,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
595061,4,0,14,22,231330,1,7,1,0,0,216150,82308,16464,683,1,6692,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1168386,4,0,8,24,353034,0,24,0,1,1,269786,168606,15110,0,0,6693,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1641486,1,0,9,21,964084,0,38,0,0,0,99999999,137389,4117,745,0,6694,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1322153,1,0,10,13,558668,0,15,0,1,0,362252,128345,3162,736,0,6695,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
785308,0,0,9,11,47586,0,14,0,0,1,64944,16150,7591,742,1,6696,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1037894,5,0,12,13,568414,0,14,0,1,0,437008,271472,8191,728,0,6697,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3557940,4,0,12,16,310464,0,35,0,1,0,443696,186086,40323,741,0,6698,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1458915,5,0,10,21,630498,1,14,1,1,1,451594,480814,24194,669,0,6699,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1565771,6,0,5,7,246004,0,14,0,0,1,659274,101764,4175,681,0,6700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,10,0,9,11,492272,0,14,0,0,1,216942,127965,7357,0,1,6701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1140114,10,0,4,13,447986,0,14,0,1,0,571340,315704,12921,739,1,6702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
869877,1,0,6,13,277288,0,14,0,1,0,88418,56753,8503,748,0,6703,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1035804,3,0,11,15,752180,0,14,0,1,1,261668,219564,22356,696,1,6704,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1649238,10,0,6,14,294492,0,14,0,0,0,786324,117762,1759,717,0,6705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2044096,10,0,7,33,1181774,0,14,0,1,0,536976,811395,33166,737,0,6706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,12,21,912450,0,14,0,1,1,353584,586283,12906,0,1,6707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1847237,10,0,11,15,439274,0,42,0,1,0,788018,293246,36637,685,0,6708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
846887,8,0,7,19,326392,0,14,0,1,0,130746,128820,9175,740,1,6709,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
928872,2,0,13,24,468314,1,40,1,1,0,336116,185630,11456,728,0,6710,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
676514,0,0,9,6,89650,0,14,0,1,0,280720,41876,11275,731,1,6711,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2334891,10,0,24,23,2311716,0,14,0,1,0,417626,149739,9028,724,0,6712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
709574,2,0,9,15,625020,0,14,0,1,0,216216,341677,15552,712,0,6713,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,4,0,8,11,190696,0,24,0,1,1,323730,117914,17224,0,1,6714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1304065,7,0,14,19,399102,0,14,0,0,0,215710,223345,22387,729,1,6715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1168386,2,0,13,18,252670,0,14,0,1,0,131868,155800,21923,0,0,6716,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014551,6,0,17,14,1060686,0,11,0,1,1,420420,280307,34583,624,0,6717,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1233518,1,0,25,12,276826,0,14,0,1,0,219736,148238,21175,722,0,6718,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1547512,3,0,9,13,474914,0,14,0,0,1,335984,224352,12251,701,1,6719,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1168386,10,0,29,17,2120690,0,14,0,1,0,267036,269230,21076,0,0,6720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
484082,7,0,11,26,233046,0,14,0,1,0,99999999,114513,7543,742,0,6721,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1507992,2,0,20,17,242330,0,72,0,1,0,209528,154660,19101,740,0,6722,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3441888,2,0,9,15,206976,1,14,1,1,0,99999999,162659,41303,728,0,6723,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,8,0,7,15,369930,1,14,0,1,0,67166,124602,21388,0,0,6724,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1257116,5,0,9,18,557282,1,14,1,1,1,457402,181450,21894,721,0,6725,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1021706,6,0,10,11,322630,0,14,0,1,0,344146,210919,14815,748,1,6726,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4867800,9,0,25,30,1838166,0,14,0,1,1,631268,771533,83158,734,1,6727,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1090695,7,0,11,14,156310,0,6,0,1,0,132946,109497,20632,730,0,6728,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1064437,10,0,9,17,273020,0,14,0,0,0,332222,82289,19515,743,0,6729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1324015,1,0,9,16,768064,0,14,0,1,0,99999999,161842,13792,749,0,6730,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1339139,8,0,28,29,937904,0,14,0,1,1,435556,421211,18971,663,0,6731,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1168386,9,0,11,18,844096,0,6,0,1,0,611820,114456,28841,0,0,6732,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
775428,10,0,13,15,191422,0,62,0,1,0,224466,156731,11955,725,1,6733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1764568,5,0,19,14,778360,0,14,0,1,0,335522,639293,40585,743,0,6734,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1623018,10,0,6,13,197494,0,22,0,1,1,542520,148219,16230,645,0,6735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,15,18,1272612,0,14,0,0,1,655842,541842,14670,0,0,6736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
538384,3,0,15,12,494362,0,18,0,1,0,210386,199823,8435,730,1,6737,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3953919,7,0,16,16,864996,0,34,0,1,0,640068,592401,52389,697,0,6738,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1918430,10,0,7,15,768438,0,14,0,1,0,99999999,597930,17905,737,0,6739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2414197,4,0,2,20,683012,0,14,0,0,1,626164,14155,483,743,0,6740,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2072102,6,0,17,23,792726,0,14,0,1,0,506506,440211,33154,729,0,6741,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
823992,2,0,6,21,503514,0,61,0,1,0,176682,268736,11715,745,1,6742,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1344098,1,0,7,14,338184,0,14,0,1,0,200090,161804,14449,747,0,6743,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2390675,0,0,15,20,10309068,0,14,0,0,1,775082,1006069,30481,728,0,6744,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
799596,0,0,4,10,200310,0,14,0,1,0,180334,118845,2086,671,1,6745,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,7,0,8,16,700612,0,67,0,0,1,443256,51433,19466,0,0,6746,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
911620,7,0,7,15,744084,0,14,0,1,0,377784,339948,18080,744,0,6747,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
656070,10,0,13,28,817740,0,14,0,1,0,333586,514140,16511,701,0,6748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1260574,6,0,11,10,505054,0,14,0,1,0,99999999,286995,13131,731,0,6749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1668314,6,0,12,11,382294,0,14,0,0,0,263428,83524,11692,750,1,6750,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,7,0,14,14,1532784,0,14,0,1,1,257004,281960,24765,0,0,6751,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1090581,10,0,7,9,287892,1,14,1,1,1,221540,195928,14087,728,0,6752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
500574,10,0,8,7,140470,0,14,0,1,0,111474,61256,2445,712,0,6753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,11,21,1171522,1,42,0,1,0,160336,23275,2311,0,1,6754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
900410,10,0,11,19,864578,0,25,0,1,0,79816,630952,15682,742,0,6755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1044164,0,0,16,20,503206,1,56,0,1,0,197846,142975,19143,722,0,6756,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1247958,10,0,6,17,325930,0,14,0,0,0,54670,261782,7987,738,1,6757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,4,0,9,11,327250,0,14,0,1,0,199210,250420,8481,0,0,6758,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1168386,3,0,27,22,610786,0,14,0,1,0,53504,270598,17421,0,1,6759,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
825664,7,0,13,18,404822,1,14,1,1,0,177870,211527,8188,731,0,6760,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168386,2,0,28,13,1577312,0,82,0,1,0,575894,726066,15840,0,1,6761,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4345110,0,0,7,20,951896,0,6,0,0,1,245960,244986,23536,737,0,6762,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
858876,10,0,5,14,118976,0,30,0,1,1,415624,71098,16390,705,1,6763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2093857,4,0,17,18,1760044,0,39,0,1,1,785708,725059,35421,728,1,6764,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1425285,0,0,16,27,963424,0,21,0,1,0,352066,371925,18291,751,0,6765,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1168386,7,0,9,9,351450,0,14,0,1,1,344960,204573,17981,0,0,6766,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2480374,10,0,13,27,795168,0,54,0,1,0,99999999,393509,32245,746,0,6767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,15,19,1721038,0,14,0,1,0,104500,87685,20698,0,0,6768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1726245,10,0,13,22,627528,1,14,1,0,0,99999999,42275,16399,749,0,6769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,3,0,11,23,1375682,0,14,0,0,0,179806,1164339,51043,0,0,6770,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1157442,5,0,14,21,808808,0,14,0,1,0,122848,428203,8758,745,0,6771,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,6,14,533588,0,14,0,1,1,437184,437323,34217,0,0,6772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,23,13,372218,1,9,1,1,1,297418,119909,25686,0,1,6773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,1,0,6,8,542718,0,14,0,0,0,120186,311220,9308,0,0,6774,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1168386,10,0,10,18,413952,0,43,0,1,0,289498,234878,12062,0,0,6775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,1,0,10,24,386276,0,18,0,1,1,427020,133779,19410,0,0,6776,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2915493,10,0,16,19,947034,0,14,0,1,0,99999999,479294,36930,708,0,6777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
733742,10,0,15,30,651420,0,14,0,1,1,372504,532760,15531,683,0,6778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,6,17,819126,0,14,0,1,1,657162,529872,22105,0,0,6779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2725968,1,0,12,17,1107700,0,14,0,1,0,676368,709840,44297,744,0,6780,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
869801,4,0,10,9,225896,0,14,0,1,0,179036,75886,9894,726,1,6781,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1168462,7,0,17,10,968880,1,14,1,0,0,157124,12559,24732,745,0,6782,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
484424,10,0,16,15,1184942,0,14,0,1,0,99999999,265050,9204,739,0,6783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
658217,0,0,10,14,535612,0,14,0,1,1,332068,337212,11283,705,1,6784,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1862190,10,0,9,23,321134,0,16,0,1,1,378950,197752,20174,720,0,6785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1761281,5,0,7,17,624536,0,18,0,1,0,99999999,365693,19667,747,0,6786,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,13,29,719510,0,55,0,0,0,110396,410115,25053,0,1,6787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1778685,10,0,12,19,588588,0,14,0,1,1,586586,293816,32565,691,1,6788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1376455,10,0,11,5,1121032,0,14,0,1,1,259270,251731,36017,684,1,6789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
580982,3,0,8,8,164824,0,14,0,1,0,124784,84417,4459,730,0,6790,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1326941,4,0,7,13,691438,0,14,0,1,0,491656,508763,24438,737,0,6791,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1611941,10,0,20,16,850190,0,24,0,1,1,395252,417791,26866,691,1,6792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1652962,10,0,24,18,1204654,0,14,0,1,0,337766,955073,40635,707,0,6793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,11,24,733172,0,14,0,1,0,326216,475532,10452,0,1,6794,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
681169,3,0,8,9,409288,0,14,0,1,0,234366,260167,7413,740,0,6795,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1518556,6,0,8,14,391798,0,14,0,1,0,192566,313329,13034,735,0,6796,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2041512,10,0,12,21,1264098,0,14,0,1,0,687676,719454,32324,746,0,6797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1220427,0,0,14,39,1877040,0,36,0,1,1,648956,713279,19629,706,1,6798,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1347917,7,0,10,16,633028,0,14,0,1,0,175868,506255,20927,733,0,6799,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1791719,10,0,11,23,535700,0,54,0,1,0,168564,304418,40761,726,0,6800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2342472,1,0,20,17,290774,0,16,0,1,0,325490,138871,31428,743,1,6801,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2348875,2,0,12,17,696696,0,32,0,1,0,456918,306261,14661,740,0,6802,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,12,16,312356,0,14,0,1,0,215424,161329,7625,0,0,6803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
558942,6,0,3,14,209132,0,14,0,1,0,140228,116850,3428,741,0,6804,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1019540,9,0,10,19,612062,0,31,0,1,0,315062,214092,17927,742,0,6805,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
963357,10,0,5,14,219736,0,78,0,1,0,219582,145730,3870,686,0,6806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2062830,10,0,8,16,425348,0,14,0,0,0,99999999,154660,13632,732,0,6807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
593446,10,0,4,13,238590,0,14,0,1,0,99999999,152893,10633,680,0,6808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
932045,4,0,9,4,179476,0,14,0,1,1,272492,19684,8466,702,0,6809,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1168386,10,0,8,10,847242,0,15,0,1,1,772310,595612,49167,0,1,6810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1974613,0,0,6,17,21978,0,14,0,1,0,571604,17328,29948,747,0,6811,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
601312,2,0,10,11,202444,0,58,0,1,0,193644,139175,12277,738,1,6812,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2893605,5,0,13,23,1720818,0,26,0,1,1,781792,1288504,58113,676,1,6813,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3146362,8,0,6,26,818048,0,8,0,1,1,325292,132829,24148,708,0,6814,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2421075,7,0,20,23,255574,1,52,1,1,1,784938,206815,29255,686,0,6815,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1911020,10,0,3,12,752796,0,14,0,1,0,287650,247703,5255,750,0,6816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
859104,1,0,10,14,499774,0,21,0,1,0,386848,183863,19902,720,0,6817,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
